circuit,security,k,m,ring_dim,ring_dim_requested,ring_dim_baseline,ring_dim_grew,mult_depth,natural_mult_depth,scaling_mod_size,num_limbs,plaintext_mod,log_q,log_delta,pattern,eval_noise_bits,headroom_bits,saturated,decrypt_ok,decision_ok,expected,got,ct_bytes,status
threshold,STD128,128,128,32768,16384,32768,0,16,15,58,11,65537,638.0,622.0,random,543.63,77.37,0,1,1,1,1,5769285,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,60,11,65537,660.0,644.0,all_match,548.96,94.04,0,1,1,128,128,5769293,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,60,11,65537,660.0,644.0,no_match,548.84,94.16,0,1,1,0,0,5769293,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,60,11,65537,660.0,644.0,random,548.75,94.25,0,1,1,1,1,5769293,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,40,16,65537,640.0,624.0,all_match,523.82,99.18,0,1,1,128,128,8391375,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,40,16,65537,640.0,624.0,no_match,524.60,98.40,0,1,1,0,0,8391375,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,40,16,65537,640.0,624.0,random,527.19,95.81,0,1,1,1,1,8391375,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,45,14,65537,630.0,614.0,all_match,532.69,80.31,0,1,1,128,128,7342531,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,45,14,65537,630.0,614.0,no_match,531.72,81.28,0,1,1,0,0,7342531,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,45,14,65537,630.0,614.0,random,528.31,84.69,0,1,1,2,2,7342531,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,50,13,65537,650.0,634.0,all_match,539.36,93.64,0,1,1,128,128,6818137,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,50,13,65537,650.0,634.0,no_match,535.95,97.05,0,1,1,0,0,6818137,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,50,13,65537,650.0,634.0,random,542.12,90.88,0,1,1,1,1,6818137,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,52,13,65537,676.0,660.0,all_match,539.39,119.61,0,1,1,128,128,6818137,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,52,13,65537,676.0,660.0,no_match,540.12,118.88,0,1,1,0,0,6818137,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,52,13,65537,676.0,660.0,random,539.93,119.07,0,1,1,1,1,6818137,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,54,12,65537,648.0,632.0,all_match,548.12,82.88,0,1,1,128,128,6293695,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,54,12,65537,648.0,632.0,no_match,548.23,82.77,0,1,1,0,0,6293695,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,54,12,65537,648.0,632.0,random,549.34,81.66,0,1,1,2,2,6293695,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,58,12,65537,696.0,680.0,all_match,545.05,133.95,0,1,1,128,128,6293735,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,58,12,65537,696.0,680.0,no_match,544.89,134.11,0,1,1,0,0,6293735,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,58,12,65537,696.0,680.0,random,546.09,132.91,0,1,1,0,0,6293735,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,60,11,65537,660.0,644.0,all_match,548.94,94.06,0,1,1,128,128,5769293,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,60,11,65537,660.0,644.0,no_match,549.12,93.88,0,1,1,0,0,5769293,ok
threshold,STD128,128,128,32768,16384,32768,0,17,15,60,11,65537,660.0,644.0,random,549.06,93.94,0,1,1,0,0,5769293,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,0,10,65537,600.0,584.0,all_match,548.52,34.48,0,1,1,128,128,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,0,10,65537,600.0,584.0,no_match,548.69,34.31,0,1,1,0,0,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,0,10,65537,600.0,584.0,random,548.51,34.49,0,1,1,0,0,5244843,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,40,14,65537,560.0,544.0,all_match,530.79,12.21,0,1,1,128,128,7342483,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,40,14,65537,560.0,544.0,no_match,525.84,17.16,0,1,1,0,0,7342483,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,40,14,65537,560.0,544.0,random,526.91,16.09,0,1,1,0,0,7342483,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,45,13,65537,585.0,569.0,all_match,531.38,36.62,0,1,1,128,128,6818089,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,45,13,65537,585.0,569.0,no_match,532.10,35.90,0,1,1,0,0,6818089,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,45,13,65537,585.0,569.0,random,531.78,36.22,0,1,1,0,0,6818089,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,50,12,65537,600.0,584.0,all_match,534.88,48.12,0,1,1,128,128,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,50,12,65537,600.0,584.0,no_match,533.67,49.33,0,1,1,0,0,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,50,12,65537,600.0,584.0,random,534.38,48.62,0,1,1,0,0,6293687,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,52,11,65537,572.0,556.0,all_match,539.96,15.04,0,1,1,128,128,5769237,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,52,11,65537,572.0,556.0,no_match,540.15,14.85,0,1,1,0,0,5769237,ok
threshold,STD128,128,256,32768,32768,32768,0,15,15,52,11,65537,572.0,556.0,random,539.92,15.08,0,1,1,0,0,5769237,ok
